# omega0=2, alpha=0.20
# theta0=-0.80, theta_dot0=0.12
# t_start=0.10, t_end=100.00, h=0.01
#   t          x(t)                 v(t)       
1.411633645447765e+01 2.222456758364252e-01 3.613643849968182e-01
1.423716694115419e+01 2.616906137130009e-01 2.877326887866020e-01
1.435799742783072e+01 2.909622055627945e-01 1.938416905128410e-01
1.447882791450726e+01 3.079437081868430e-01 8.529996567321839e-02
1.459965840118380e+01 3.112352420994998e-01 -3.168974582950371e-02
1.472048888786033e+01 3.002065789036900e-01 -1.506397128374662e-01
1.484131937453687e+01 2.750142900529806e-01 -2.650605854228170e-01
1.496214986121340e+01 2.365851337289093e-01 -3.687412011292673e-01
1.508298034788994e+01 1.865646428596076e-01 -4.560475865987001e-01
1.520381083456647e+01 1.272280336658367e-01 -5.222462622114907e-01
1.532464132124301e+01 6.135160909979379e-02 -5.638284454806747e-01
1.544547180791954e+01 -7.952658418509343e-03 -5.787855306503134e-01
1.556630229459608e+01 -7.742986223160782e-02 -5.667762633123186e-01
1.568713278127261e+01 -1.438861157500315e-01 -5.291400895328635e-01
1.580796326794915e+01 -2.043840545707413e-01 -4.687454900283743e-01
1.592879375462568e+01 -2.564113237267789e-01 -3.897022974959500e-01
1.604962424130221e+01 -2.980089115866357e-01 -2.969956341044505e-01
1.617045472797873e+01 -3.278537807989018e-01 -1.961054339889169e-01
1.629128521465525e+01 -3.452972379155094e-01 -9.266037973998269e-02
1.641211570133176e+01 -3.503648321322932e-01 7.851393190269730e-03
1.653294618800828e+01 -3.437246875806163e-01 1.003175697262363e-01
1.665377667468480e+01 -3.266298316874733e-01 1.802001555026312e-01
1.677460716136132e+01 -3.008378130692520e-01 2.437153098990566e-01
1.689543764803783e+01 -2.685092448285111e-01 2.880024520206422e-01
1.701626813471435e+01 -2.320868432953206e-01 3.112755956813959e-01
1.713709862139087e+01 -1.941582023915314e-01 3.129372620911177e-01
1.725792910806739e+01 -1.573082960541138e-01 2.936306915763782e-01
1.737875959474390e+01 -1.239704105388586e-01 2.552113633934970e-01
1.749959008142042e+01 -9.628578262016671e-02 2.006316037490658e-01
1.762042056809694e+01 -7.598206799937798e-02 1.337468282007182e-01
1.774125105477346e+01 -6.427900307984356e-02 5.906304160970500e-02
1.786208154144997e+01 -6.182691928203098e-02 -1.855044672221081e-02
1.798291202812649e+01 -6.868093020794057e-02 -9.416083249446176e-02
1.810374251480301e+01 -8.431117796031512e-02 -1.630662252732784e-01
1.822457300147953e+01 -1.076475827443673e-01 -2.210700354876321e-01
1.834540348815604e+01 -1.371558331023996e-01 -2.647212518376349e-01
1.846623397483256e+01 -1.709395827687978e-01 -2.915052927495383e-01
1.858706446150908e+01 -2.068619355149156e-01 -2.999700104907012e-01
1.870789494818560e+01 -2.426776178759588e-01 -2.897752375858337e-01
1.882872543486211e+01 -2.761663079749546e-01 -2.616627585079135e-01
1.894955592153863e+01 -3.052578772244783e-01 -2.173547503308818e-01
1.907038640821515e+01 -3.281419074493853e-01 -1.593986729524352e-01
1.919121689489167e+01 -3.433563825475869e-01 -9.098156378811148e-02
1.931204738156818e+01 -3.498531935133571e-01 -1.573503692575960e-02
1.943287786824470e+01 -3.470402792876479e-01 6.245485606141314e-02
1.955370835492122e+01 -3.348013733057060e-01 1.396281082606036e-01
1.967453884159774e+01 -3.134944055428986e-01 2.119244809760487e-01
1.979536932827425e+01 -2.839290197489838e-01 2.757564028105415e-01
1.991619981495077e+01 -2.473230566737004e-01 3.279842546391369e-01
2.003703030162729e+01 -2.052378769604853e-01 3.660898799096369e-01
2.015786078830381e+01 -1.594934477979056e-01 3.883351371087821e-01
2.027869127498032e+01 -1.120661612064200e-01 3.938855459055851e-01
2.039952176165684e+01 -6.497490016428095e-02 3.828779184818760e-01
2.052035224833336e+01 -2.016314000464482e-02 3.564165978342053e-01
2.064118273500988e+01 2.061390115092622e-02 3.164940058894382e-01
2.076201322168640e+01 5.588830041763404e-02 2.658438411632460e-01
2.088284370836291e+01 8.455754566051744e-02 2.077451606916002e-01
2.100367419503943e+01 1.059371452919061e-01 1.457999244678497e-01
2.112450468171595e+01 1.197858418631271e-01 8.370514994807603e-02
2.124533516839247e+01 1.263038055675759e-01 2.503567031676063e-02
2.136616565506898e+01 1.261057529800218e-01 -2.695241163195165e-02
2.148699614174550e+01 1.201718744144326e-01 -6.949173761403753e-02
2.160782662842202e+01 1.097800306641494e-01 -1.004430414822724e-01
2.172865711509854e+01 9.642318082597452e-02 -1.183994624802372e-01
2.184948760177505e+01 8.171657496954601e-02 -1.227507879440884e-01
2.197031808845157e+01 6.729984742244476e-02 -1.137029606371912e-01
2.209114857512809e+01 5.473959968146801e-02 -9.225030987084885e-02
2.221197906180461e+01 4.543816352745924e-02 -6.010153370150381e-02
2.233280954848112e+01 4.055386891669566e-02 -1.956442588233556e-02
2.245364003515764e+01 4.093733163057653e-02 2.660244831716941e-02
2.257447052183416e+01 4.708716052239566e-02 7.536112265684373e-02
2.269530100851068e+01 5.912723497850794e-02 1.235781474210579e-01
2.281613149518719e+01 7.680644133316768e-02 1.682107088740469e-01
2.293696198186371e+01 9.952051611945495e-02 2.064847081996907e-01
2.305779246854023e+01 1.263543967462020e-01 2.360543622270068e-01
2.317862295521675e+01 1.561422089045086e-01 2.551328033195850e-01
2.329945344189326e+01 1.875407868799200e-01 2.625840236641015e-01
2.342028392856978e+01 2.191115924533575e-01 2.579690817378150e-01
2.354111441524630e+01 2.494052918427792e-01 2.415438867478404e-01
2.366194490192282e+01 2.770432520254650e-01 2.142113524107586e-01
2.378277538859933e+01 3.007908780000869e-01 1.774358758028592e-01
2.390360587527585e+01 3.196189035328961e-01 1.331315097175317e-01
2.402443636195237e+01 3.327501978538043e-01 8.353600093956139e-02
2.414526684862889e+01 3.396910392518146e-01 3.108113857324437e-02
2.426609733530540e+01 3.402468767423668e-01 -2.173347668168421e-02
2.438692782198192e+01 3.345232392635094e-01 -7.245971485571200e-02
2.450775830865844e+01 3.229127071098100e-01 -1.188123047235505e-01
2.462858879533496e+01 3.060689045418724e-01 -1.587722274914772e-01
2.474941928201147e+01 2.848685244703297e-01 -1.906810962756427e-01
2.487024976868799e+01 2.603626374190923e-01 -2.133234334435035e-01
2.499108025536451e+01 2.337190472021300e-01 -2.259915595365691e-01
2.511191074204103e+01 2.061581852026415e-01 -2.285265362460474e-01
2.523274122871754e+01 1.788858229659328e-01 -2.213289880965295e-01
2.535357171539406e+01 1.530265142896075e-01 -2.053358013472687e-01
2.547440220207058e+01 1.295619603986720e-01 -1.819621769826082e-01
2.559523268874710e+01 1.092783195892259e-01 -1.530123941425739e-01
2.571606317542361e+01 9.272586649101104e-02 -1.205659680371462e-01
2.583689366210013e+01 8.019345615225791e-02 -8.684801221189280e-02
2.595772414877665e+01 7.169912496986336e-02 -5.409336835875012e-02
2.607855463545317e+01 6.699701807369708e-02 -2.441369822436118e-02
2.619938512212968e+01 6.559978033210778e-02 3.243117717182634e-04
2.632021560880620e+01 6.681464196466740e-02 1.860280849121883e-02
2.644104609548272e+01 6.979068991483481e-02 2.933328143696397e-02
2.656187658215924e+01 7.357425163560112e-02 3.190981119608698e-02
2.668270706883575e+01 7.716894335532863e-02 2.623279915950495e-02
2.680353755551227e+01 7.959677052473950e-02 1.270273593786992e-02
2.692436804218879e+01 7.995672697500157e-02 -7.814587271521484e-03
2.704519852886531e+01 7.747761197426122e-02 -3.404836809966991e-02
2.716602901554182e+01 7.156223375874433e-02 -6.440428078075569e-02
2.728685950221834e+01 6.182073861240475e-02 -9.706210002510714e-02
2.740768998889486e+01 4.809144149899042e-02 -1.300840299086310e-01
2.752852047557138e+01 3.044820274123709e-02 -1.615281134595170e-01
2.764935096224789e+01 9.194087342697336e-03 -1.895608754708178e-01
2.777018144892441e+01 -1.515823155483853e-02 -2.125630388939916e-01
2.789101193560093e+01 -4.191810235272674e-02 -2.292219090372060e-01
2.801184242227745e+01 -7.025856395559493e-02 -2.386041632527557e-01
2.813267290895396e+01 -9.926534765225237e-02 -2.402036594006274e-01
2.825350339563048e+01 -1.279899531917812e-01 -2.339606572930069e-01
2.837433388230700e+01 -1.555032529795722e-01 -2.202514035101114e-01
2.849516436898352e+01 -1.809461258737627e-01 -1.998499242322770e-01
2.861599485566003e+01 -2.035740094660648e-01 -1.738664982761761e-01
2.873682534233655e+01 -2.227929198160676e-01 -1.436690931494727e-01
2.885765582901307e+01 -2.381853005511371e-01 -1.107947453103361e-01
2.897848631568959e+01 -2.495248940895788e-01 -7.685749939646479e-02
2.909931680236610e+01 -2.567805659071991e-01 -4.345842628577711e-02
2.922014728904262e+01 -2.601095981538956e-01 -1.210188524860832e-02
2.934097777571914e+01 -2.598413968551999e-01 1.587899833254396e-02
2.946180826239566e+01 -2.564528635744661e-01 3.938546066175828e-02
2.958263874907217e+01 -2.505369194326933e-01 5.760302834519036e-02
2.970346923574869e+01 -2.427658786539044e-01 7.003656681688224e-02
2.982429972242521e+01 -2.338515658802443e-01 7.652888892495008e-02
2.994513020910173e+01 -2.245042420176827e-01 7.726171252746092e-02
3.006596069577824e+01 -2.153925114201106e-01 7.273845002834098e-02
3.018679118245476e+01 -2.071063868617886e-01 6.374933214473401e-02
3.030762166913128e+01 -2.001255561320689e-01 5.132057399440456e-02
3.042845215580780e+01 -1.947946143988728e-01 3.665048598734476e-02
3.054928264248431e+01 -1.913066129015638e-01 2.103642629072067e-02
3.067011312916083e+01 -1.896957598408380e-01 5.797155369302615e-03
3.079094361583735e+01 -1.898395375957239e-01 -7.804570020449915e-03
3.091177410251387e+01 -1.914699185810435e-01 -1.863443162508580e-02
3.103260458919038e+01 -1.941928142403676e-01 -2.574973048479531e-02
3.115343507586690e+01 -1.975144161659514e-01 -2.844976914602941e-02
3.127426556254342e+01 -2.008727163356383e-01 -2.631085381438401e-02
3.139509604921994e+01 -2.036722474293645e-01 -1.920444162185211e-02
3.151592653589645e+01 -2.053199754405507e-01 -7.298104836278346e-03
3.163675702257297e+01 -2.052603030882887e-01 8.959947435502991e-03
3.175758750924949e+01 -2.030072876506107e-01 2.887116700941357e-02
3.187841799592601e+01 -1.981724136514555e-01 5.152953178609560e-02
3.199924848260252e+01 -1.904865578416351e-01 7.587435353634672e-02
3.212007896927908e+01 -1.798151133611053e-01 1.007502243344427e-01
3.224090945595563e+01 -1.661655844955630e-01 1.249712089378311e-01
3.236173994263218e+01 -1.496873183766796e-01 1.473862932925913e-01
3.248257042930874e+01 -1.306634099555123e-01 1.669429455829919e-01
3.260340091598529e+01 -1.094952074079579e-01 1.827454671715830e-01
3.272423140266184e+01 -8.668025397433493e-02 1.941047146541026e-01
3.284506188933840e+01 -6.278491023306053e-02 2.005759094724717e-01
3.296589237601495e+01 -3.841327169286193e-02 2.019817471249470e-01
3.308672286269150e+01 -1.417428275629647e-02 1.984189239857865e-01
3.320755334936806e+01 9.350897369280541e-03 1.902474523381489e-01
3.332838383604461e+01 3.163923082933150e-02 1.780635627491908e-01
3.344921432272116e+01 5.225197470243911e-02 1.626583674982000e-01
3.357004480939771e+01 7.085516021122708e-02 1.449655601275237e-01
3.369087529607427e+01 8.723328736615032e-02 1.260021089734381e-01
3.381170578275082e+01 1.012956411418402e-01 1.068061277352742e-01
3.393253626942737e+01 1.130751337595010e-01 8.837593337510938e-02
