-8.000000e-01 1.234000e-01
-7.581835e-01 5.644859e-01
-6.649995e-01 9.704260e-01
-5.258882e-01 1.321242e+00
-3.487648e-01 1.596192e+00
-1.439731e-01 1.776447e+00
7.619590e-02 1.849360e+00
2.984997e-01 1.812294e+00
5.100585e-01 1.673782e+00
6.995940e-01 1.451154e+00
8.582240e-01 1.165892e+00
9.796722e-01 8.389854e-01
1.060012e+00 4.880460e-01
1.097196e+00 1.266377e-01
1.090620e+00 -2.346792e-01
1.040868e+00 -5.864039e-01
9.497157e-01 -9.180180e-01
8.203515e-01 -1.216454e+00
6.577228e-01 -1.465759e+00
4.688184e-01 -1.648481e+00
2.626759e-01 -1.748797e+00
4.994398e-02 -1.756520e+00
-1.580087e-01 -1.670284e+00
-3.502347e-01 -1.498307e+00
-5.172672e-01 -1.256346e+00
-6.518146e-01 -9.639853e-01
-7.489950e-01 -6.410164e-01
-8.062100e-01 -3.052158e-01
-8.228516e-01 2.822261e-02
-8.000195e-01 3.460520e-01
-7.403520e-01 6.358811e-01
-6.479779e-01 8.853326e-01
-5.285299e-01 1.081969e+00
-3.891051e-01 1.214214e+00
-2.380629e-01 1.273090e+00
-8.459104e-02 1.254156e+00
6.193305e-02 1.158841e+00
1.926704e-01 9.945361e-01
2.999829e-01 7.734559e-01
3.779091e-01 5.108179e-01
4.224173e-01 2.230941e-01
4.314795e-01 -7.315443e-02
4.050458e-01 -3.617967e-01
3.449802e-01 -6.273063e-01
2.549742e-01 -8.550334e-01
1.404036e-01 -1.031916e+00
8.067780e-03 -1.147679e+00
-1.342308e-01 -1.196213e+00
-2.782563e-01 -1.176552e+00
-4.159770e-01 -1.092968e+00
-5.401506e-01 -9.540241e-01
-6.447490e-01 -7.709554e-01
-7.251743e-01 -5.559412e-01
-7.782898e-01 -3.208202e-01
-8.023342e-01 -7.648297e-02
-7.968034e-01 1.671103e-01
-7.623600e-01 4.005297e-01
-7.007976e-01 6.144136e-01
-6.150504e-01 7.992425e-01
-5.092034e-01 9.455749e-01
-3.884413e-01 1.044816e+00
-2.588783e-01 1.090388e+00
-1.272386e-01 1.078957e+00
-4.074961e-04 1.011284e+00
1.150801e-01 8.923593e-01
2.135199e-01 7.307884e-01
2.904110e-01 5.376749e-01
3.426827e-01 3.253951e-01
3.687841e-01 1.065906e-01
3.686729e-01 -1.064952e-01
3.437415e-01 -3.024073e-01
2.967043e-01 -4.707697e-01
2.314471e-01 -6.026423e-01
1.528247e-01 -6.910138e-01
6.639401e-02 -7.313693e-01
-2.191839e-02 -7.221676e-01
-1.061916e-01 -6.650471e-01
-1.808882e-01 -5.646571e-01
-2.411901e-01 -4.281497e-01
-2.832598e-01 -2.644817e-01
-3.044153e-01 -8.370676e-02
-3.032246e-01 1.036180e-01
-2.795386e-01 2.868890e-01
-2.344723e-01 4.558454e-01
-1.703392e-01 6.009925e-01
-9.052772e-02 7.141292e-01
6.917430e-04 7.889608e-01
9.843335e-02 8.216824e-01
1.975226e-01 8.113593e-01
2.928494e-01 7.599618e-01
3.797011e-01 6.720148e-01
4.540347e-01 5.539542e-01
5.126624e-01 4.133709e-01
5.533480e-01 2.583267e-01
5.748317e-01 9.686078e-02
5.768090e-01 -6.329076e-02
5.598848e-01 -2.148195e-01
5.255179e-01 -3.509129e-01
4.759555e-01 -4.653649e-01
4.141474e-01 -5.527940e-01
3.436275e-01 -6.089750e-01
2.683508e-01 -6.312313e-01
1.924840e-01 -6.187865e-01
1.201612e-01 -5.729701e-01
5.522827e-02 -4.972041e-01
1.002252e-03 -3.967605e-01
-3.992811e-02 -2.783432e-01
-6.584508e-02 -1.495770e-01
-7.598150e-02 -1.848554e-02
-7.053894e-02 1.069969e-01
-5.064998e-02 2.194642e-01
-1.829003e-02 3.124342e-01
2.385619e-02 3.807041e-01
7.256802e-02 4.206487e-01
1.242931e-01 4.304273e-01
1.753690e-01 4.100614e-01
2.222457e-01 3.613644e-01
2.616906e-01 2.877327e-01
2.909622e-01 1.938417e-01
3.079437e-01 8.529997e-02
3.112352e-01 -3.168975e-02
3.002066e-01 -1.506397e-01
2.750143e-01 -2.650606e-01
2.365851e-01 -3.687412e-01
1.865646e-01 -4.560476e-01
1.272280e-01 -5.222463e-01
6.135161e-02 -5.638284e-01
-7.952658e-03 -5.787855e-01
-7.742986e-02 -5.667763e-01
-1.438861e-01 -5.291401e-01
-2.043841e-01 -4.687455e-01
-2.564113e-01 -3.897023e-01
-2.980089e-01 -2.969956e-01
-3.278538e-01 -1.961054e-01
-3.452972e-01 -9.266038e-02
-3.503648e-01 7.851393e-03
-3.437247e-01 1.003176e-01
-3.266298e-01 1.802002e-01
-3.008378e-01 2.437153e-01
-2.685092e-01 2.880025e-01
-2.320868e-01 3.112756e-01
-1.941582e-01 3.129373e-01
-1.573083e-01 2.936307e-01
-1.239704e-01 2.552114e-01
-9.628578e-02 2.006316e-01
-7.598207e-02 1.337468e-01
-6.427900e-02 5.906304e-02
-6.182692e-02 -1.855045e-02
-6.868093e-02 -9.416083e-02
-8.431118e-02 -1.630662e-01
-1.076476e-01 -2.210700e-01
-1.371558e-01 -2.647213e-01
-1.709396e-01 -2.915053e-01
-2.068619e-01 -2.999700e-01
-2.426776e-01 -2.897752e-01
-2.761663e-01 -2.616628e-01
-3.052579e-01 -2.173548e-01
-3.281419e-01 -1.593987e-01
-3.433564e-01 -9.098156e-02
-3.498532e-01 -1.573504e-02
-3.470403e-01 6.245486e-02
-3.348014e-01 1.396281e-01
-3.134944e-01 2.119245e-01
-2.839290e-01 2.757564e-01
-2.473231e-01 3.279843e-01
-2.052379e-01 3.660899e-01
-1.594934e-01 3.883351e-01
-1.120662e-01 3.938855e-01
-6.497490e-02 3.828779e-01
-2.016314e-02 3.564166e-01
2.061390e-02 3.164940e-01
5.588830e-02 2.658438e-01
8.455755e-02 2.077452e-01
1.059371e-01 1.457999e-01
1.197858e-01 8.370515e-02
1.263038e-01 2.503567e-02
1.261058e-01 -2.695241e-02
1.201719e-01 -6.949174e-02
1.097800e-01 -1.004430e-01
9.642318e-02 -1.183995e-01
8.171657e-02 -1.227508e-01
6.729985e-02 -1.137030e-01
5.473960e-02 -9.225031e-02
4.543816e-02 -6.010153e-02
4.055387e-02 -1.956443e-02
4.093733e-02 2.660245e-02
4.708716e-02 7.536112e-02
5.912723e-02 1.235781e-01
7.680644e-02 1.682107e-01
9.952052e-02 2.064847e-01
1.263544e-01 2.360544e-01
1.561422e-01 2.551328e-01
1.875408e-01 2.625840e-01
2.191116e-01 2.579691e-01
2.494053e-01 2.415439e-01
2.770433e-01 2.142114e-01
3.007909e-01 1.774359e-01
3.196189e-01 1.331315e-01
3.327502e-01 8.353600e-02
3.396910e-01 3.108114e-02
3.402469e-01 -2.173348e-02
3.345232e-01 -7.245971e-02
3.229127e-01 -1.188123e-01
3.060689e-01 -1.587722e-01
2.848685e-01 -1.906811e-01
2.603626e-01 -2.133234e-01
2.337190e-01 -2.259916e-01
2.061582e-01 -2.285265e-01
1.788858e-01 -2.213290e-01
1.530265e-01 -2.053358e-01
1.295620e-01 -1.819622e-01
1.092783e-01 -1.530124e-01
9.272587e-02 -1.205660e-01
8.019346e-02 -8.684801e-02
7.169912e-02 -5.409337e-02
6.699702e-02 -2.441370e-02
6.559978e-02 3.243118e-04
6.681464e-02 1.860281e-02
6.979069e-02 2.933328e-02
7.357425e-02 3.190981e-02
7.716894e-02 2.623280e-02
7.959677e-02 1.270274e-02
7.995673e-02 -7.814587e-03
7.747761e-02 -3.404837e-02
7.156223e-02 -6.440428e-02
6.182074e-02 -9.706210e-02
4.809144e-02 -1.300840e-01
3.044820e-02 -1.615281e-01
9.194087e-03 -1.895609e-01
-1.515823e-02 -2.125630e-01
-4.191810e-02 -2.292219e-01
-7.025856e-02 -2.386042e-01
-9.926535e-02 -2.402037e-01
-1.279900e-01 -2.339607e-01
-1.555033e-01 -2.202514e-01
-1.809461e-01 -1.998499e-01
-2.035740e-01 -1.738665e-01
-2.227929e-01 -1.436691e-01
-2.381853e-01 -1.107947e-01
-2.495249e-01 -7.685750e-02
-2.567806e-01 -4.345843e-02
-2.601096e-01 -1.210189e-02
-2.598414e-01 1.587900e-02
-2.564529e-01 3.938546e-02
-2.505369e-01 5.760303e-02
-2.427659e-01 7.003657e-02
-2.338516e-01 7.652889e-02
-2.245042e-01 7.726171e-02
-2.153925e-01 7.273845e-02
-2.071064e-01 6.374933e-02
-2.001256e-01 5.132057e-02
-1.947946e-01 3.665049e-02
-1.913066e-01 2.103643e-02
-1.896958e-01 5.797155e-03
-1.898395e-01 -7.804570e-03
-1.914699e-01 -1.863443e-02
-1.941928e-01 -2.574973e-02
-1.975144e-01 -2.844977e-02
-2.008727e-01 -2.631085e-02
-2.036722e-01 -1.920444e-02
-2.053200e-01 -7.298105e-03
-2.052603e-01 8.959947e-03
-2.030073e-01 2.887117e-02
-1.981724e-01 5.152953e-02
-1.904866e-01 7.587435e-02
-1.798151e-01 1.007502e-01
-1.661656e-01 1.249712e-01
-1.496873e-01 1.473863e-01
-1.306634e-01 1.669429e-01
-1.094952e-01 1.827455e-01
-8.668025e-02 1.941047e-01
-6.278491e-02 2.005759e-01
-3.841327e-02 2.019817e-01
-1.417428e-02 1.984189e-01
9.350897e-03 1.902475e-01
3.163923e-02 1.780636e-01
5.225197e-02 1.626584e-01
7.085516e-02 1.449656e-01
8.723329e-02 1.260021e-01
1.012956e-01 1.068061e-01
1.130751e-01 8.837593e-02
1.227200e-01 7.161385e-02
1.304794e-01 5.727772e-02
1.366830e-01 4.594241e-02
1.417177e-01 3.797301e-02
1.460011e-01 3.351068e-02
1.499541e-01 3.247156e-02
1.539744e-01 3.455845e-02
1.584120e-01 3.928434e-02
1.635484e-01 4.600616e-02
1.695799e-01 5.396671e-02
1.766068e-01 6.234213e-02
1.846284e-01 7.029197e-02
1.935439e-01 7.700894e-02
2.031593e-01 8.176528e-02
2.131997e-01 8.395316e-02
2.233255e-01 8.311684e-02
2.331524e-01 7.897501e-02
2.422734e-01 7.143246e-02
2.502813e-01 6.058084e-02
2.567908e-01 4.668927e-02
2.614589e-01 3.018570e-02
2.640028e-01 1.163084e-02
2.642136e-01 -8.313845e-03
2.619669e-01 -2.892207e-02
2.572279e-01 -4.944084e-02
2.500525e-01 -6.912902e-02
2.405835e-01 -8.729475e-02
2.290427e-01 -1.033301e-01
2.157185e-01 -1.167411e-01
2.009511e-01 -1.271723e-01
1.851142e-01 -1.344240e-01
1.685959e-01 -1.384600e-01
1.517784e-01 -1.394081e-01
1.350196e-01 -1.375493e-01
1.186346e-01 -1.332997e-01
1.028816e-01 -1.271830e-01
8.795053e-02 -1.197986e-01
7.395630e-02 -1.117843e-01
6.093625e-02 -1.037780e-01
4.885262e-02 -9.637968e-02
3.759916e-02 -9.011733e-02
2.701171e-02 -8.541682e-02
1.688202e-02 -8.257932e-02
6.973770e-03 -8.176635e-02
-2.960078e-03 -8.299345e-02
-1.315970e-02 -8.613262e-02
-2.384164e-02 -9.092318e-02
-3.518381e-02 -9.699016e-02
-4.731316e-02 -1.038691e-01
-6.029654e-02 -1.110355e-01
-7.413545e-02 -1.179374e-01
-8.876469e-02 -1.240283e-01
-1.040550e-01 -1.287999e-01
-1.198196e-01 -1.318107e-01
-1.358234e-01 -1.327108e-01
-1.517957e-01 -1.312596e-01
-1.674440e-01 -1.273374e-01
-1.824687e-01 -1.209487e-01
-1.965781e-01 -1.122188e-01
-2.095026e-01 -1.013827e-01
-2.210067e-01 -8.876983e-02
-2.308994e-01 -7.478257e-02
-2.390416e-01 -5.987306e-02
-2.453504e-01 -4.451793e-02
-2.498011e-01 -2.919302e-02
-2.524247e-01 -1.434934e-02
-2.533045e-01 -3.912155e-04
-2.525687e-01 1.234225e-02
-2.503817e-01 2.359181e-02
-2.469342e-01 3.318816e-02
-2.424312e-01 4.105712e-02
-2.370811e-01 4.721965e-02
-2.310844e-01 5.178699e-02
-2.246228e-01 5.495093e-02
-2.178510e-01 5.696997e-02
-2.108892e-01 5.815209e-02
-2.038181e-01 5.883510e-02
-1.966771e-01 5.936563e-02
-1.894643e-01 6.007811e-02
-1.821390e-01 6.127479e-02
-1.746269e-01 6.320799e-02
-1.668268e-01 6.606554e-02
-1.586195e-01 6.996027e-02
-1.498770e-01 7.492390e-02
-1.404722e-01 8.090581e-02
-1.302893e-01 8.777658e-02
-1.192322e-01 9.533605e-02
