# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=15, h=0.001, b= 8
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
6.8300  -8.159638547959931e-02  -7.668438792068299e-01  2.940247675384896e-01  1.314230624631844e-01
6.8400  -8.922334212368556e-02  -7.584221163038646e-01  2.876020532494163e-01  1.571399877802802e-01
6.8500  -9.676233534909655e-02  -7.492526409686785e-01  2.806897599992697e-01  1.848172160179669e-01
6.8600  -1.042059326207836e-01  -7.393444931943807e-01  2.733151398084278e-01  2.143456284857265e-01
6.8700  -1.115467954525650e-01  -7.287074412157202e-01  2.655072674415812e-01  2.456088081177354e-01
6.8800  -1.187776866419850e-01  -7.173519718787892e-01  2.572969257791936e-01  2.784834984522702e-01
6.8900  -1.258914774053199e-01  -7.052892803022612e-01  2.487164844546408e-01  3.128400895757342e-01
6.9000  -1.328811544056963e-01  -6.925312588403597e-01  2.397997722355066e-01  3.485431291154446e-01
6.9100  -1.397398266673922e-01  -6.790904853584351e-01  2.305819436521775e-01  3.854518562665752e-01
6.9200  -1.464607323695057e-01  -6.649802108327113e-01  2.210993403995586e-01  4.234207567478242e-01
6.9300  -1.530372455122915e-01  -6.502143462864273e-01  2.113893480583430e-01  4.623001364978725e-01
6.9400  -1.594628824495958e-01  -6.348074490752514e-01  2.014902487007140e-01  5.019367118508111e-01
6.9500  -1.657313082809459e-01  -6.187747085354903e-01  1.914410699615905e-01  5.421742138637375e-01
6.9600  -1.718363430969962e-01  -6.021319310092406e-01  1.812814311704584e-01  5.828540044139444e-01
6.9700  -1.777719680721705e-01  -5.848955242612489e-01  1.710513871504206e-01  6.238157016366974e-01
6.9800  -1.835323313984959e-01  -5.670824813028416e-01  1.607912703002938e-01  6.648978122377989e-01
6.9900  -1.891117540547776e-01  -5.487103636388707e-01  1.505415315823509e-01  7.059383681880074e-01
7.0000  -1.945047354054260e-01  -5.297972839541969e-01  1.403425810426220e-01  7.467755652891206e-01
7.0100  -1.997059586234186e-01  -5.103618882567721e-01  1.302346284925090e-01  7.872484010941504e-01
7.0200  -2.047102959320473e-01  -4.904233374949333e-01  1.202575249798346e-01  8.271973096665546e-01
7.0300  -2.095128136602859e-01  -4.700012886670258e-01  1.104506056743324e-01  8.664647906759668e-01
7.0400  -2.141087771067933e-01  -4.491158754419810e-01  1.008525347870085e-01  9.048960303501794e-01
7.0500  -2.184936552077553e-01  -4.277876883099558e-01  9.150115313478796e-02  9.423395118352558e-01
7.0600  -2.226631250039656e-01  -4.060377542826005e-01  8.243332895142874e-02  9.786476125573945e-01
7.0700  -2.266130759027406e-01  -3.838875161629698e-01  7.368481253288722e-02  1.013677186231426e+00
7.0800  -2.303396137304662e-01  -3.613588114055138e-01  6.529009529020287e-02  1.047290127221341e+00
7.0900  -2.338390645717818e-01  -3.384738505869903e-01  5.728227376559212e-02  1.079353915027839e+00
7.1000  -2.371079783916162e-01  -3.152551955095237e-01  4.969291914787400e-02  1.109742136756230e+00
7.1100  -2.401431324365048e-01  -2.917257369573986e-01  4.255195280166865e-02  1.138334985504835e+00
7.1200  -2.429415344118344e-01  -2.679086721295157e-01  3.588752830110018e-02  1.165019732708972e+00
7.1300  -2.455004254318839e-01  -2.438274817697620e-01  2.972592043309182e-02  1.189691172578279e+00
7.1400  -2.478172827397515e-01  -2.195059070178372e-01  2.409142160786170e-02  1.212252036875177e+00
7.1500  -2.498898221944877e-01  -1.949679260033637e-01  1.900624608502654e-02  1.232613378399177e+00
7.1600  -2.517160005229823e-01  -1.702377302063519e-01  1.449044239290533e-02  1.250694921665132e+00
7.1700  -2.532940173343838e-01  -1.453397006073287e-01  1.056181428631397e-02  1.266425379392870e+00
7.1800  -2.546223168950673e-01  -1.202983836506405e-01  7.235850554478349e-03  1.279742733560434e+00
7.1900  -2.556995896623996e-01  -9.513846704462964e-02  4.525663955801040e-03  1.290594479912868e+00
7.2000  -2.565247735757900e-01  -6.988475542254126e-02  2.441939520234205e-03  1.298937834962545e+00
7.2100  -2.570970551037527e-01  -4.456214588815649e-02  9.928924230786713e-04  1.304739904664955e+00
7.2200  -2.574158700459515e-01  -1.919560347026091e-02  1.842355962937464e-04  1.307977814104922e+00
7.2300  -2.574809040894320e-01  6.189863489853016e-03  1.915720501150768e-05  1.308638797681966e+00
7.2400  -2.572920931184971e-01  3.156922799358423e-02  4.983080780554510e-04  1.306720249439241e+00
7.2500  -2.568496232779166e-01  5.691746905861515e-02  1.619799142019207e-03  1.302229733337638e+00
7.2600  -2.561539307894113e-01  8.220959638657264e-02  3.379208869021589e-03  1.295184953434533e+00
7.2700  -2.552057015215911e-01  1.074206750004381e-01  5.769600708774876e-03  1.285613684084765e+00
7.2800  -2.540058703137716e-01  1.325258498274178e-01  8.781550436239644e-03  1.273553660439017e+00
7.2900  -2.525556200543358e-01  1.575003702030364e-01  1.240318330704676e-02  1.259052429671327e+00
7.3000  -2.508563805145488e-01  1.823196142722978e-01  1.662022087419973e-02  1.242167163522255e+00
7.3100  -2.489098269389767e-01  2.069591132638544e-01  2.141603728148045e-02  1.222964432896786e+00
7.3200  -2.467178783938984e-01  2.313945756132545e-01  2.677172481161909e-02  1.201519945405604e+00
7.3300  -2.442826958753377e-01  2.556019109114862e-01  3.266616843080165e-02  1.177918246884505e+00
7.3400  -2.416066801785839e-01  2.795572536552045e-01  3.907612903562016e-02  1.152252388068720e+00
7.3500  -2.386924695312968e-01  3.032369867752305e-01  4.597633507426067e-02  1.124623557736292e+00
7.3600  -2.355429369925346e-01  3.266177649201238e-01  5.333958218070864e-02  1.095140683766869e+00
7.3700  -2.321611876202648e-01  3.496765374718735e-01  6.113684042915930e-02  1.063920003688740e+00
7.3800  -2.285505554101527e-01  3.723905712710188e-01  6.933736878577786e-02  1.031084606407269e+00
7.3900  -2.247146000086453e-01  3.947374730287928e-01  7.790883630657847e-02  9.967639469214619e-01
7.4000  -2.206571032035907e-01  4.166952114041961e-01  8.681744960359383e-02  9.610933359419378e-01
7.4100  -2.163820651958527e-01  4.382421387242325e-01  9.602808607679471e-02  9.242134064224983e-01
7.4200  -2.118937006555972e-01  4.593570123258957e-01  1.055044323864865e-01  8.862695591085153e-01
7.4300  -2.071964345671367e-01  4.800190154988641e-01  1.152091276202493e-01  8.474113892880937e-01
7.4400  -2.022948978664320e-01  5.002077780082580e-01  1.251039105899794e-01  8.077920970060619e-01
7.4500  -1.971939228755494e-01  5.199033961772267e-01  1.351497706783072e-01  7.675678830660553e-01
7.4600  -1.918985385385755e-01  5.390864525095652e-01  1.453071016396739e-01  7.268973332019688e-01
7.4700  -1.864139654636875e-01  5.577380348330157e-01  1.555358577496971e-01  6.859407928467245e-01
7.4800  -1.807456107762651e-01  5.758397549443812e-01  1.657957116872025e-01  6.448597349633438e-01
7.4900  -1.748990627881188e-01  5.933737667380685e-01  1.760462135264619e-01  6.038161234306825e-01
7.5000  -1.688800854880913e-01  6.103227838001889e-01  1.862469502128060e-01  5.629717744937111e-01
7.5100  -1.626946128594614e-01  6.266700964508704e-01  1.963577048928716e-01  5.224877187958460e-01
7.5200  -1.563487430297548e-01  6.423995882179799e-01  2.063386154713151e-01  4.825235665085503e-01
7.5300  -1.498487322587283e-01  6.574957517260157e-01  2.161503317688792e-01  4.432368780612075e-01
7.5400  -1.432009887704547e-01  6.719437039845018e-01  2.257541706622059e-01  4.047825429521944e-01
7.5500  -1.364120664355893e-01  6.857292010608157e-01  2.351122685937523e-01  3.673121690902168e-01
7.5600  -1.294886583100466e-01  6.988386521229834e-01  2.441877308505341e-01  3.309734850734541e-01
7.5700  -1.224375900364567e-01  7.112591328385941e-01  2.529447770231544e-01  2.959097577630621e-01
7.5800  -1.152658131149083e-01  7.229783981166285e-01  2.613488820716430e-01  2.622592274472644e-01
7.5900  -1.079803980496099e-01  7.339848941796370e-01  2.693669124419464e-01  2.301545628229332e-01
7.6000  -1.005885273782290e-01  7.442677699543654e-01  2.769672566964221e-01  1.997223379434117e-01
7.6100  -9.309748859077889e-02  7.538168877696009e-01  2.841199501433235e-01  1.710825331947381e-01
7.6200  -8.551466694503504e-02  7.626228333506886e-01  2.907967929739161e-01  1.443480622676931e-01
7.6300  -7.784753818556496e-02  7.706769251008676e-01  2.969714614414641e-01  1.196243269906034e-01
7.6400  -7.010366117354849e-02  7.779712226602743e-01  3.026196116437611e-01  9.700880177799506e-02
7.6500  -6.229067043465541e-02  7.844985347341771e-01  3.077189755000354e-01  7.659064933342359e-02
7.6600  -5.441626863232692e-02  7.902524261827221e-01  3.122494485438393e-01  5.845036912159083e-02
7.6700  -4.648821897388163e-02  7.952272243652025e-01  3.161931691857921e-01  4.265947999566232e-02
7.6800  -3.851433755693250e-02  7.994180247325969e-01  3.195345891336835e-01  2.928023823104079e-02
7.6900  -3.050248566366038e-02  8.028206956628593e-01  3.222605346922987e-01  1.836539207726018e-02
7.7000  -2.246056201054112e-02  8.054318825341997e-01  3.243602587012925e-01  9.957973795690321e-03
7.7100  -1.439649496116686e-02  8.072490110323352e-01  3.258254829063416e-01  4.091130002952275e-03
7.7200  -6.318234709838926e-03  8.082702896884518e-01  3.266504305965269e-01  7.879909889235145e-04
7.7300  1.766254556361682e-03  8.084947116453771e-01  3.268318493792707e-01  6.157952455195817e-05
7.7400  9.849002509299069e-03  8.079220556502179e-01  3.263690240030369e-01  1.914759519008343e-03
7.7500  1.792204053756150e-02  8.065528862724900e-01  3.252637791772421e-01  6.340224728598260e-03
7.7600  2.597740960254801e-02  8.043885533475206e-01  3.235204723782585e-01  1.332052756194950e-02
7.7700  3.400716808511735e-02  8.014311906456741e-01  3.211459766698714e-01  2.282814786790898e-02
7.7800  4.200339961506346e-02  7.976837137687129e-01  3.181496536059230e-01  3.482560143494995e-02
7.7900  4.995822087569857e-02  7.931498172753665e-01  3.145433163219736e-01  4.926558777432574e-02
7.8000  5.786378937584954e-02  7.878339710389431e-01  3.103411829614952e-01  6.609117660432860e-02
7.8100  6.571231118160510e-02  7.817414158405772e-01  3.055598206202151e-01  8.523603230043103e-02
7.8200  7.349604860019161e-02  7.748781582024515e-01  3.002180800296118e-01  1.066246754264051e-01
7.8300  8.120732780840184e-02  7.672509644660946e-01  2.943370212370762e-01  1.301727803153224e-01
7.8400  8.883854641805600e-02  7.588673541215860e-01  2.879398305757483e-01  1.557875075272066e-01
7.8500  9.638218097103654e-02  7.497355923942493e-01  2.810517292513779e-01  1.833678698726126e-01
7.8600  1.038307943565076e-01  7.398646820961391e-01  2.736998739066105e-01  2.128051305590654e-01
7.8700  1.111770431430061e-01  7.292643547503597e-01  2.659132495547292e-01  2.439832318906506e-01
7.8800  1.184136848181769e-01  7.179450609969589e-01  2.577225553049635e-01  2.767792528305884e-01
7.8900  1.255335849290132e-01  7.059179602898629e-01  2.491600833299002e-01  3.110638936228317e-01
7.9000  1.325297241155642e-01  6.931949098950040e-01  2.402595915521714e-01  3.467019855620452e-01
7.9100  1.393952050311744e-01  6.797884532004924e-01  2.310561705523590e-01  3.835530239021758e-01
7.9200  1.461232591424331e-01  6.657118073503526e-01  2.215861052228365e-01  4.214717218025977e-01
7.9300  1.527072534021286e-01  6.509788502140186e-01  2.118867317129828e-01  4.603085831278759e-01
7.9400  1.591406967886310e-01  6.356041067044342e-01  2.019962902297709e-01  4.999104918428619e-01
7.9500  1.654172467052537e-01  6.196027344582474e-01  1.919537742740687e-01  5.401213156793996e-01
7.9600  1.715307152332858e-01  6.029905088922132e-01  1.817987769070451e-01  5.807825216946647e-01
7.9700  1.774750752325318e-01  5.857838076505419e-01  1.715713346527836e-01  6.217338012942715e-01
7.9800  1.832444662833421e-01  5.679995944585254e-01  1.613117696525247e-01  6.628137022559590e-01
7.9900  1.888332004642780e-01  5.496554023983549e-01  1.510605306928487e-01  7.038602652620863e-01
8.0000  1.942357679597136e-01  5.307693166236241e-01  1.408580337345545e-01  7.447116624313692e-01
8.0100  1.994468424918474e-01  5.113599565295568e-01  1.307445025709551e-01  7.852068353324252e-01
8.0200  2.044612865717676e-01  4.914464573965355e-01  1.207598102438024e-01  8.251861299637283e-01
8.0300  2.092741565643948e-01  4.710484515250307e-01  1.109433218420646e-01  8.644919261965371e-01
8.0400  2.138807075623076e-01  4.501860488805283e-01  1.013337393033307e-01  9.029692591991888e-01
8.0500  2.182763980636476e-01  4.288798172675372e-01  9.196894882971805e-02  9.404664303927716e-01
8.0600  2.224568944494902e-01  4.071507620522227e-01  8.288587151985283e-02  9.768356055294460e-01
8.0700  2.264180752562685e-01  3.850203054536573e-01  7.412031780581380e-02  1.011933397535474e+00
8.0800  2.301560352390382e-01  3.625102654241051e-01  6.570684626892756e-02  1.045621431821070e+00
8.0900  2.336670892215761e-01  3.396428341391605e-01  5.767862739104065e-02  1.077766891828312e+00
8.1000  2.369477757295176e-01  3.164405561189492e-01  5.006731277843492e-02  1.108243042666262e+00
8.1100  2.399948604029524e-01  2.929263060019588e-01  4.290291037397660e-02  1.136929730768859e+00
8.1200  2.428053391851114e-01  2.691232659934136e-01  3.621366614948082e-02  1.163713857605636e+00
8.1300  2.453764412840031e-01  2.450549030104252e-01  3.002595274472445e-02  1.188489825577656e+00
8.1400  2.477056319040798e-01  2.207449455464522e-01  2.436416549215306e-02  1.211159954340695e+00
8.1500  2.497906147452386e-01  1.962173602778767e-01  1.925062623720903e-02  1.231634865914296e+00
8.1600  2.516293342666959e-01  1.714963284357617e-01  1.470549533347332e-02  1.249833837058394e+00
8.1700  2.532199777135017e-01  1.466062219660831e-01  1.074669215958421e-02  1.265685117528239e+00
8.1800  2.545609769036965e-01  1.215715795019406e-01  7.389824471298328e-03  1.279126212952898e+00
8.1900  2.556510097743492e-01  9.641708217143441e-02  4.648126867226567e-03  1.290104131222058e+00
8.2000  2.564890016849513e-01  7.116752926505962e-02  2.532408610846559e-03  1.298575591409762e+00
8.2100  2.570741264768817e-01  4.584781378660682e-02  1.051011014505687e-03  1.304507194411353e+00
8.2200  2.574058072878998e-01  2.048289791167251e-02  2.097745534299991e-04  1.307875554620922e+00
8.2300  2.574837171208618e-01  -4.902211622025549e-03  1.201583939356118e-05  1.308667392130088e+00
8.2400  2.573077791660999e-01  -3.028248816826560e-02  4.585145448305729e-04  1.306879585084619e+00
8.2500  2.568781668771480e-01  -5.563290984556660e-02  1.547510328942470e-03  1.302519181992481e+00
8.2600  2.561953037997368e-01  -8.092848420573573e-02  3.274709777919009e-03  1.295603373934786e+00
8.2700  2.552598631542292e-01  -1.061442728733981e-01  5.633303331911197e-03  1.286159426789192e+00
8.2800  2.540727671719069e-01  -1.312554161322167e-01  8.613992132020682e-03  1.274224573732992e+00
8.2900  2.526351861857614e-01  -1.562371574335648e-01  1.220502468146026e-02  1.259845868449661e+00
8.3000  2.509485374766875e-01  -1.810648678034877e-01  1.639224317634723e-02  1.243079999617648e+00
8.3100  2.490144838762159e-01  -2.057140701238896e-01  2.115913932346829e-02  1.223993067412757e+00
8.3200  2.468349321271623e-01  -2.301604632640112e-01  2.648691942495211e-02  1.202660322905305e+00
8.3300  2.444120310038104e-01  -2.543799460384032e-01  3.235457847325048e-02  1.179165871379457e+00
8.3400  2.417481691934794e-01  -2.783486409677798e-01  3.873898296430500e-02  1.153602340744442e+00
8.3500  2.388459729415681e-01  -3.020429178193227e-01  4.561496210240508e-02  1.126070516344947e+00
8.3600  2.357083034623945e-01  -3.254394169032321e-01  5.295540703715785e-02  1.096678943610461e+00
8.3700  2.323382541183849e-01  -3.485150721025536e-01  6.073137774132407e-02  1.065543500110135e+00
8.3800  2.287391473703926e-01  -3.712471336135790e-01  6.891221710814929e-02  1.032786938700373e+00
8.3900  2.249145315021536e-01  -3.936131903743991e-01  7.746567181835648e-02  9.985384035662866e-01
8.4000  2.208681771221084e-01  -4.155911921594996e-01  8.635801950027708e-02  9.629329210650638e-01
8.4100  2.166040734460380e-01  -4.371594713186145e-01  9.555420168178529e-02  9.261108673786140e-01
8.4200  2.121264243641804e-01  -4.582967641384079e-01  1.050179620098678e-01  8.882174150742896e-01
8.4300  2.074396442967028e-01  -4.789822318059220e-01  1.147119891928910e-01  8.494019607556517e-01
8.4400  2.025483538416182e-01  -4.991954809531252e-01  1.245980641020110e-01  8.098175360597826e-01
8.4500  1.974573752194343e-01  -5.189165837623048e-01  1.346372104517705e-01  7.696202043233229e-01
8.4600  1.921717275190281e-01  -5.381260976124844e-01  1.447898484658205e-01  7.289684452958985e-01
8.4700  1.866966217494314e-01  -5.568050842474955e-01  1.550159509219303e-01  6.880225303267302e-01
8.4800  1.810374557024063e-01  -5.749351284468061e-01  1.652752009610727e-01  6.469438904877863e-01
8.4900  1.751998086308760e-01  -5.924983561806993e-01  1.755271510384154e-01  6.058944801246765e-01
8.5000  1.691894357484561e-01  -6.094774522319051e-01  1.857313823895471e-01  5.650361383445144e-01
8.5100  1.630122625555110e-01  -6.258556772663083e-01  1.958476643832347e-01  5.245299509581162e-01
8.5200  1.566743789973272e-01  -6.416168843359062e-01  2.058361131324578e-01  4.845356153921015e-01
8.5300  1.501820334601640e-01  -6.567455347977466e-01  2.156573487383891e-01  4.452108110747576e-01
8.5400  1.435416266111013e-01  -6.712267136331478e-01  2.252726505473779e-01  4.067105777779569e-01
8.5500  1.367597050877560e-01  -6.850461441521036e-01  2.346441098088324e-01  3.691867043660297e-01
8.5600  1.298429550440892e-01  -6.981902020683717e-01  2.437347791321368e-01  3.327871303614859e-01
8.5700  1.227981955586682e-01  -7.106459289313708e-01  2.525088181533655e-01  2.976553626869373e-01
8.5800  1.156323719118798e-01  -7.224010449016458e-01  2.609316348374948e-01  2.639299098827381e-01
8.5900  1.083525487387241e-01  -7.334439608573019e-01  2.689700218590237e-01  2.317437360309682e-01
8.6000  1.009659030639397e-01  -7.437637898194785e-01  2.765922875233167e-01  2.012237365386874e-01
8.6100  9.347971722632528e-02  -7.533503576855914e-01  2.837683807125043e-01  1.724902378472079e-01
8.6200  8.590137169923512e-02  -7.621942132597673e-01  2.904700093633378e-01  1.456565230398032e-01
8.6300  7.823833781432528e-02  -7.702866375705794e-01  2.966707520098945e-01  1.208283852181663e-01
8.6400  7.049817039572484e-02  -7.776196524668982e-01  3.023461619513698e-01  9.810371040845021e-02
8.6500  6.268850031189330e-02  -7.841860284833827e-01  3.074738636342704e-01  7.757209164130079e-02
8.6600  5.481702695250782e-02  -7.899792919678588e-01  3.120336408690197e-01  5.931447572739067e-02
8.6700  4.689151063779658e-02  -7.949937314635570e-01  3.160075165331751e-01  4.340284412105506e-02
8.6800  3.891976496780218e-02  -7.992244033399171e-01  3.193798234470232e-01  2.989992913023992e-02
8.6900  3.090964911911739e-02  -8.026671366664102e-01  3.221372661421268e-01  1.885896659161670e-02
8.7000  2.286906009668815e-02  -8.053185373245719e-01  3.242689732792940e-01  1.032348598595323e-02
8.7100  1.480592494832221e-02  -8.071759913541916e-01  3.257665405093110e-01  4.327138821219799e-03
8.7200  6.728192949579288e-03  -8.082376675303607e-01  3.266240636074590e-01  8.935659600378500e-04
8.7300  -1.356172233252786e-03  -8.085025191688403e-01  3.268381617511805e-01  3.630441453858666e-05
8.7400  -9.439200394369312e-03  -8.079702851579638e-01  3.264079908491206e-01  1.758733976096808e-03
8.7500  -1.751292264610722e-02  -8.066414902160618e-01  3.253352468689945e-01  6.054063890354656e-03
8.7600  -2.556937927530400e-02  -8.045174443741533e-01  3.236241591511594e-01  1.290535963006957e-02
8.7700  -3.360062759061171e-02  -8.016002416844138e-01  3.212814737342553e-01  2.228560966023329e-02
8.7800  -4.159874975302952e-02  -7.978927581556933e-01  3.183164267586498e-01  3.415783193223752e-02
8.7900  -4.955586058193484e-02  -7.933986489181192e-01  3.147407080525484e-01  4.847521968722830e-02
8.8000  -5.746411532891726e-02  -7.881223446195804e-01  3.105684150443324e-01  6.518132599381296e-02
8.8100  -6.531571741175121e-02  -7.820690470576454e-01  3.058159971828268e-01  8.421028629257155e-02
8.8200  -7.310292610088265e-02  -7.752447240512181e-01  3.005021910846247e-01  1.054870780699815e-01
8.8300  -8.081806415085162e-02  -7.676561035569914e-01  2.946479466641512e-01  1.289278166379791e-01
8.8400  -8.845352536912728e-02  -7.593106670364956e-01  2.882763445377040e-01  1.544400858530341e-01
8.8500  -9.600178211489345e-02  -7.502166420802828e-01  2.814125050271076e-01  1.819233024708638e-01
8.8600  -1.034553927203914e-01  -7.403829942965182e-01  2.740834891217391e-01  2.112691127002999e-01
8.8700  -1.108070088275040e-01  -7.298194184719756e-01  2.663181917893863e-01  2.423618193928803e-01
8.8800  -1.180493826323474e-01  -7.185363290141503e-01  2.581472280565656e-01  2.750788381839481e-01
8.8900  -1.251753740307285e-01  -7.065448496839136e-01  2.496028123074321e-01  3.092911807869058e-01
8.9000  -1.321779576574242e-01  -6.938568026288313e-01  2.407186312771525e-01  3.448639635352116e-01
8.9100  -1.390502298123409e-01  -6.804846967279558e-01  2.315297112404689e-01  3.816569391671727e-01
