# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=15, h=0.001, b= 8
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
1.2600  -2.570703255088484e-01  9.154940206825171e-02  4.190646509527205e-03  1.304468619129142e+00
1.2700  -2.560272318165552e-01  1.170470815476340e-01  6.850009649409242e-03  1.293904020368305e+00
1.2800  -2.547298680441786e-01  1.423995154745216e-01  1.013881100368925e-02  1.280824075306026e+00
1.2900  -2.531798035021730e-01  1.675833557968834e-01  1.404209057007241e-02  1.265283538883063e+00
1.3000  -2.513788402635136e-01  1.925754010717037e-01  1.854264254896378e-02  1.247346686262440e+00
1.3100  -2.493290116068078e-01  2.173526146759645e-01  2.362107955323915e-02  1.227087047231288e+00
1.3200  -2.470325802758239e-01  2.418921433056712e-01  2.925590449650568e-02  1.204587106545242e+00
1.3300  -2.444920365527443e-01  2.661713357260189e-01  3.542358998108654e-02  1.179937971287783e+00
1.3400  -2.417100961428162e-01  2.901677617353511e-01  4.209866497525173e-02  1.153239006437281e+00
1.3500  -2.386896978684505e-01  3.138592313052299e-01  4.925380853775489e-02  1.124597439951850e+00
1.3600  -2.354340011711979e-01  3.372238138587350e-01  5.685995031671536e-02  1.094127938795973e+00
1.3700  -2.319463834204086e-01  3.602398576490052e-01  6.488637751948778e-02  1.061952157442559e+00
1.3800  -2.282304370277634e-01  3.828860092000524e-01  7.330084802057130e-02  1.028198260489291e+00
1.3900  -2.242899663672439e-01  4.051412327719819e-01  8.206970924600063e-02  9.930004211280986e-01
1.4000  -2.201289845004851e-01  4.269848298129656e-01  9.115802244520360e-02  9.564982973011144e-01
1.4100  -2.157517097078296e-01  4.483964583606032e-01  1.005296919351661e-01  9.188364874648156e-01
1.4200  -2.111625618257772e-01  4.693561523556898e-01  1.101475988770688e-01  8.801639679659856e-01
1.4300  -2.063661583918851e-01  4.898443408318645e-01  1.199737391225019e-01  8.406335141080872e-01
1.4400  -2.013673105985445e-01  5.098418669451460e-01  1.299693646450560e-01  8.004011070543215e-01
1.4500  -1.961710190574084e-01  5.293300068079646e-01  1.400951280536599e-01  7.596253287736301e-01
1.4600  -1.907824693766030e-01  5.482904880929604e-01  1.503112296666084e-01  7.184667472878852e-01
1.4700  -1.852070275531928e-01  5.667055083725439e-01  1.605775666098917e-01  6.770872945222077e-01
1.4800  -1.794502351837118e-01  5.845577531609918e-01  1.708538833903135e-01  6.356496390954810e-01
1.4900  -1.735178044958949e-01  6.018304136266852e-01  1.810999233830335e-01  5.943165564144592e-01
1.5000  -1.674156132050689e-01  6.185072039429611e-01  1.912755806646698e-01  5.532502984522489e-01
1.5100  -1.611496991989690e-01  6.345723782469785e-01  2.013410516170132e-01  5.126119656001881e-01
1.5200  -1.547262550550515e-01  6.500107471769454e-01  2.112569857227654e-01  4.725608829811826e-01
1.5300  -1.481516223946614e-01  6.648076939590495e-01  2.209846349735746e-01  4.332539836022765e-01
1.5400  -1.414322860786981e-01  6.789491900164530e-01  2.304860013119988e-01  3.948452007046683e-01
1.5500  -1.345748682496926e-01  6.924218100737606e-01  2.397239815329115e-01  3.574848716404957e-01
1.5600  -1.275861222254680e-01  7.052127467314443e-01  2.486625090762541e-01  3.213191555675842e-01
1.5700  -1.204729262498098e-01  7.173098244857997e-01  2.572666921519244e-01  2.864894672060949e-01
1.5800  -1.132422771058059e-01  7.287015131711266e-01  2.655029476489448e-01  2.531319288447320e-01
1.5900  -1.059012835977459e-01  7.393769408019447e-01  2.733391302948212e-01  2.213768427190758e-01
1.6000  -9.845715990768754e-02  7.493259057942061e-01  2.807446565471537e-01  1.913481858109152e-01
1.6100  -9.091721883299844e-02  7.585388885456121e-01  2.876906227180063e-01  1.631631290354043e-01
1.6200  -8.328886491137806e-02  7.670070623562981e-01  2.941499168522191e-01  1.369315826927844e-01
1.6300  -7.557958744004452e-02  7.747223036723231e-01  3.000973239036756e-01  1.127557699635957e-01
1.6400  -6.779695339594147e-02  7.816772016355582e-01  3.055096237783986e-01  9.072983012114773e-02
1.6500  -5.994860026397782e-02  7.878650669247476e-01  3.103656818401685e-01  7.093945302290156e-02
1.6600  -5.204222878046031e-02  7.932799398736796e-01  3.146465315029944e-01  5.346154632378475e-02
1.6700  -4.408559559901288e-02  7.979165978535729e-01  3.183354485651102e-01  3.836393672976363e-02
1.6800  -3.608650588640049e-02  8.017705619079494e-01  3.214180169710945e-01  2.570510647972866e-02
1.6900  -2.805280585578626e-02  8.048381026294205e-01  3.238821857220628e-01  1.553396610841801e-02
1.7000  -1.999237524505110e-02  8.071162452689699e-01  3.257183166885400e-01  7.889664403247587e-03
1.7100  -1.191311974789269e-02  8.086027740694527e-01  3.269192231164072e-01  2.801436324088251e-03
1.7200  -3.822963405498859e-03  8.092962358161729e-01  3.274801986531133e-01  2.884895078086401e-04
1.7300  4.270159033344742e-03  8.091959425985177e-01  3.273990367589518e-01  3.599298293715626e-04
1.7400  1.235830977579774e-02  8.083019737777467e-01  3.266760404065006e-01  3.014726339038929e-03
1.7500  2.043355566420044e-02  8.066151771571288e-01  3.253140220101132e-01  8.241715741415995e-03
1.7600  2.848797586301056e-02  8.041371693517042e-01  3.233182935664857e-01  1.601964642727199e-02
1.7700  3.651366954542844e-02  8.008703353560293e-01  3.206966470266394e-01  2.631726191393684e-02
1.7800  4.450276357168662e-02  7.968178273093081e-01  3.174593249589631e-01  3.909342339522124e-02
1.7900  5.244742015097926e-02  7.919835624583605e-01  3.136189816021179e-01  5.429727094786785e-02
1.8000  6.033984447901595e-02  7.863722203199037e-01  3.091906344454276e-01  7.186842278914035e-02
1.8100  6.817229234320499e-02  7.799892390446195e-01  3.041916065127023e-01  9.173721182991453e-02
1.8200  7.593707768750028e-02  7.728408109864814e-01  2.986414595631211e-01  1.138249586201618e-01
1.8300  8.362658012898568e-02  7.649338774817773e-01  2.925619184596533e-01  1.380442796396117e-01
1.8400  9.123325241832046e-02  7.562761228432157e-01  2.859767869913833e-01  1.642994297462380e-01
1.8500  9.874962783622698e-02  7.468759675754371e-01  2.789118554708727e-01  1.924866774595911e-01
1.8600  1.061683275182702e-01  7.367425608191648e-01  2.713948004611904e-01  2.224947116254714e-01
1.8700  1.134820677002556e-01  7.258857720321158e-01  2.634550770193304e-01  2.542050778835187e-01
1.8800  1.206836668766569e-01  7.143161819156690e-01  2.551238038732896e-01  2.874926432404999e-01
1.8900  1.277660528645803e-01  7.020450725971341e-01  2.464336419789576e-01  3.222260869398997e-01
1.9000  1.347222697658731e-01  6.890844170782956e-01  2.374186669300672e-01  3.582684157133066e-01
1.9100  1.415454848200964e-01  6.754468679617109e-01  2.281142357196425e-01  3.954775014014805e-01
1.9200  1.482289951412018e-01  6.611457454670286e-01  2.185568483745765e-01  4.337066388432780e-01
1.9300  1.547662343308732e-01  6.461950247503560e-01  2.087840050060566e-01  4.728051218491687e-01
1.9400  1.611507789616364e-01  6.306093225404429e-01  1.988340588374582e-01  5.126188350032385e-01
1.9500  1.673763549229738e-01  6.144038831061739e-01  1.887460657879725e-01  5.529908589736428e-01
1.9600  1.734368436238336e-01  5.975945635705459e-01  1.785596312045356e-01  5.937620869566871e-01
1.9700  1.793262880450774e-01  5.801978185869919e-01  1.683147543465520e-01  6.347718498343454e-01
1.9800  1.850388986355709e-01  5.622306843945547e-01  1.580516712373847e-01  6.758585475892112e-01
1.9900  1.905690590457916e-01  5.437107622690425e-01  1.478106965035916e-01  7.168602844948062e-01
2.0000  1.959113316930021e-01  5.246562013879000e-01  1.376320648273903e-01  7.576155055829332e-01
2.0100  2.010604631522165e-01  5.050856811271141e-01  1.275557726398204e-01  7.979636318834280e-01
2.0200  2.060113893673745e-01  4.850183928090194e-01  1.176214206815221e-01  8.377456919352814e-01
2.0300  2.107592406773283e-01  4.644740209204116e-01  1.078680580549875e-01  8.768049470816293e-01
2.0400  2.152993466514455e-01  4.434727238208782e-01  9.833402838655446e-02  9.149875080845392e-01
2.0500  2.196272407298311e-01  4.220351139617436e-01  8.905681870835097e-02  9.521429406287234e-01
2.0600  2.237386646633782e-01  4.001822376364864e-01  8.007291165987263e-02  9.881248573261654e-01
2.0700  2.276295727490694e-01  3.779355542839222e-01  7.141764159594777e-02  1.022791493886033e+00
2.0800  2.312961358561640e-01  3.553169153658617e-01  6.312505517255548e-02  1.056006267175872e+00
2.0900  2.347347452391256e-01  3.323485428413349e-01  5.522777696437931e-02  1.087638312970776e+00
2.1000  2.379420161333692e-01  3.090530072598440e-01  4.775688064817658e-02  1.117563001266695e+00
2.1100  2.409147911301294e-01  2.854532054964451e-01  4.074176626409785e-02  1.145662427121933e+00
2.1200  2.436501433269865e-01  2.615723381517717e-01  3.421004404309239e-02  1.171825875086892e+00
2.1300  2.461453792508132e-01  2.374338866404080e-01  2.818742526258506e-02  1.195950255385878e+00
2.1400  2.483980415501466e-01  2.130615899912864e-01  2.269762056480751e-02  1.217940510125779e+00
2.1500  2.504059114542230e-01  1.884794213840233e-01  1.776224614262810e-02  1.237709987924366e+00
2.1600  2.521670109961576e-01  1.637115644453304e-01  1.340073816656878e-02  1.255180785475259e+00
2.1700  2.536796049979874e-01  1.387823893298283e-01  9.630275794048021e-03  1.270284054696819e+00
2.1800  2.549422028155495e-01  1.137164286097611e-01  6.465713067879447e-03  1.282960274247841e+00
2.1900  2.559535598414007e-01  8.853835299825526e-02  3.919519975821828e-03  1.293159484333358e+00
2.2000  2.567126787642430e-01  6.327294693088725e-02  2.001732906659437e-03  1.300841483868652e+00
2.2100  2.572188105835581e-01  3.794508403042100e-02  7.199147010378555e-04  1.305975989218000e+00
2.2200  2.574714553784097e-01  1.257970247964816e-02  7.912445723823303e-05  1.308542753876318e+00
2.2300  2.574703628296188e-01  -1.279821967268592e-02  8.189721339516249e-05  1.308531648615983e+00
2.2400  2.572155324947681e-01  -3.816368924786510e-02  7.282335885038070e-04  1.305942701777158e+00
2.2500  2.567072138357407e-01  -6.349172269008711e-02  2.015599425077461e-03  1.300786099537284e+00
2.2600  2.559459059987498e-01  -8.875737081126672e-02  3.938935436664351e-03  1.293082146153447e+00
2.2700  2.549323573470647e-01  -1.139357435028217e-01  6.490676823770383e-03  1.282861184329370e+00
2.2800  2.536675647468880e-01  -1.390020343895760e-01  9.660782782220439e-03  1.270163476016257e+00
2.2900  2.521527726070855e-01  -1.639315454010104e-01  1.343677578878177e-02  1.255039044113038e+00
2.3000  2.503894716737210e-01  -1.886997112352052e-01  1.780379051012491e-02  1.237547475685975e+00
2.3100  2.483793975805889e-01  -2.132821236909651e-01  2.274463214306406e-02  1.217757687479633e+00
2.3200  2.461245291571877e-01  -2.376545558437760e-01  2.823984395665121e-02  1.195747654640202e+00
2.3300  2.436270864958140e-01  -2.617929860414320e-01  3.426778377024470e-02  1.171604103717503e+00
2.3400  2.408895287797033e-01  -2.856736216953795e-01  4.080470906627739e-02  1.145422171153164e+00
2.3500  2.379145518743763e-01  -3.092729228440565e-01  4.782487040225286e-02  1.117305028598840e+00
2.3600  2.347050856845908e-01  -3.325676254647603e-01  5.530061275363455e-02  1.087363476539428e+00
2.3700  2.312642912795285e-01  -3.555347645108480e-01  6.320248438789208e-02  1.055715507821491e+00
2.3800  2.275955577890787e-01  -3.781516966513777e-01  7.149935284015779e-02  1.022485842806064e+00
2.3900  2.237024990743077e-01  -4.003961226906085e-01  8.015852753283642e-02  9.878054379771360e-01
2.4000  2.195889501754269e-01  -4.222461096451245e-01  8.914588855522125e-02  9.518109699420714e-01
2.4100  2.152589635407923e-01  -4.436801124567010e-01  9.842602109479544e-02  9.146442968574667e-01
2.4200  2.107168050406869e-01  -4.646769953194157e-01  1.079623549895401e-01  8.764518994032232e-01
2.4300  2.059669497698488e-01  -4.852160525999053e-01  1.177173088503170e-01  8.373843035084508e-01
2.4400  2.010140776429170e-01  -5.052770293300886e-01  1.276524381843196e-01  7.975954871049978e-01
2.4500  1.958630687871725e-01  -5.248401412521148e-01  1.377285869347699e-01  7.572422732475598e-01
2.4600  1.905189987371512e-01  -5.438860943957544e-01  1.479060418385337e-01  7.164837119932629e-01
2.4700  1.849871334359015e-01  -5.623961041689262e-01  1.581446889921928e-01  6.754804534780985e-01
2.4800  1.792729240478493e-01  -5.803519139425437e-01  1.684041720083868e-01  6.343941146624453e-01
2.4900  1.733820015884200e-01  -5.977358131113837e-01  1.786440511379635e-01  5.933866422430059e-01
2.5000  1.673201713757452e-01  -6.145306546131978e-01  1.888239627296627e-01  5.526196742437263e-01
2.5100  1.610934073099593e-01  -6.307198718888409e-01  1.989037783977380e-01  5.122539028035713e-01
2.5200  1.547078459857602e-01  -6.462874952667460e-01  2.088437632690821e-01  4.724484406744036e-01
2.5300  1.481697806440695e-01  -6.612181677556546e-01  2.186047326850725e-01  4.333601939276581e-01
2.5400  1.414856549687904e-01  -6.754971602301008e-01  2.281482067394652e-01  3.951432433440872e-01
2.5500  1.346620567348079e-01  -6.891103859937511e-01  2.374365620422283e-01  3.579482369266611e-01
2.5600  1.277057113135270e-01  -7.020444147063286e-01  2.464331801101758e-01  3.219217959328928e-01
2.5700  1.206234750423807e-01  -7.142864856604733e-01  2.551025917985947e-01  2.872059367695743e-01
2.5800  1.134223284648739e-01  -7.258245203955431e-01  2.634106172037101e-01  2.539375110303819e-01
2.5900  1.061093694478564e-01  -7.366471346360171e-01  2.713245004837271e-01  2.222476658852799e-01
2.6000  9.869180618283793e-02  -7.467436495428246e-01  2.788130390662684e-01  1.922613269504066e-01
2.6100  9.117695007827099e-02  -7.561041022666124e-01  2.858467067321999e-01  1.640967056784713e-01
2.6200  8.357220854983489e-02  -7.647192557926509e-01  2.923977700900329e-01  1.378648332129956e-01
2.6300  7.588507771585268e-02  -7.725806080677731e-01  2.984403979811850e-01  1.136691225453618e-01
2.6400  6.812313500506581e-02  -7.796804004004577e-01  3.039507633843090e-01  9.160496070200363e-02
2.6500  6.029403168407675e-02  -7.860116251258804e-01  3.089071374165138e-01  7.175933257063502e-02
2.6600  5.240548531184750e-02  -7.915680325284822e-01  3.132899750605061e-01  5.421047784962292e-02
2.6700  4.446527212871316e-02  -7.963441370153354e-01  3.170819922793496e-01  3.902758247396440e-02
2.6800  3.648121938743305e-02  -8.003352225343286e-01  3.202682342145367e-01  2.627050573534563e-02
2.6900  2.846119763385814e-02  -8.035373472319308e-01  3.228361341982643e-01  1.598954417297295e-02
2.7000  2.041311294484181e-02  -8.059473473460443e-01  3.247755633470627e-01  8.225233166833023e-03
2.7100  1.234489913106259e-02  -8.075628403302150e-01  3.260788705411021e-01  3.008187016331498e-03
2.7200  4.264509912460790e-03  -8.083822272062122e-01  3.267409126314381e-01  3.589781354642044e-04
2.7300  -3.820088925983049e-03  -8.084046941427612e-01  3.267590747560256e-01  2.880558413911088e-04
2.7400  -1.190092739038127e-02  -8.076302132589624e-01  3.261332806843586e-01  2.795705057119867e-03
2.7500  -1.997003913822669e-02  -8.060595426517018e-01  3.248659931499353e-01  7.872045091578727e-03
2.7600  -2.801946933507415e-02  -8.036942256471094e-01  3.229622041692534e-01  1.549706850228909e-02
2.7700  -3.604128249985999e-02  -8.005365892768963e-01  3.204294153855431e-01  2.564071988775955e-02
2.7800  -4.402757033111566e-02  -7.965897419811517e-01  3.172776085147990e-01  3.826301429923980e-02
2.7900  -5.197045950635098e-02  -7.918575705399471e-01  3.135192060107136e-01  5.331419480521474e-02
2.8000  -5.986211944691008e-02  -7.863447362368495e-01  3.091690221037002e-01  7.073492858760387e-02
2.8100  -6.769477004063787e-02  -7.800566702582035e-01  3.042442044071578e-01  9.045654079666669e-02
2.8200  -7.546068931473698e-02  -7.729995683327824e-01  2.987641663213340e-01  1.124012852427012e-01
2.8300  -8.315222105124502e-02  -7.651803846171694e-01  2.927505105014397e-01  1.364826508573461e-01
2.8400  -9.076178233761950e-02  -7.566068248329557e-01  2.862269436919035e-01  1.626057027162331e-01
2.8500  -9.828187104498187e-02  -7.472873386625843e-01  2.792191832627040e-01  1.906674562784367e-01
2.8600  -1.057050732266444e-01  -7.372311114113980e-01  2.717548558164425e-01  2.205572833671733e-01
2.8700  -1.130240704296227e-01  -7.264480549441616e-01  2.638633882660779e-01  2.521573482910324e-01
2.8800  -1.202316469119233e-01  -7.149487979050502e-01  2.555758918129382e-01  2.853430723861578e-01
2.8900  -1.273206967584880e-01  -7.027446752307923e-01  2.469250392826159e-01  3.199836251477258e-01
2.9000  -1.342842308887788e-01  -6.898477169673525e-01  2.379449363025342e-01  3.559424400142115e-01
2.9100  -1.411153839490933e-01  -6.762706364012232e-01  2.286709868292577e-01  3.930777527707246e-01
2.9200  -1.478074210828140e-01  -6.620268175170642e-01  2.191397535558861e-01  4.312431604484999e-01
2.9300  -1.543537445719183e-01  -6.471303017940953e-01  2.093888137500584e-01  4.702881985168108e-01
2.9400  -1.607479003431988e-01  -6.315957743542902e-01  1.994566110910977e-01  5.100589340914411e-01
2.9500  -1.669835843327830e-01  -6.154385494760632e-01  1.893823040906004e-01  5.503985728207051e-01
2.9600  -1.730546487026753e-01  -5.986745554877563e-01  1.792056116942313e-01  5.911480770560678e-01
2.9700  -1.789551079031954e-01  -5.813203190558474e-01  1.689666566735961e-01  6.321467928699259e-01
2.9800  -1.846791445753372e-01  -5.633929488833953e-01  1.587058074257640e-01  6.732330834482412e-01
2.9900  -1.902211152872289e-01  -5.449101188348116e-01  1.484635188042842e-01  7.142449663605676e-01
3.0000  -1.955755560990431e-01  -5.258900505036187e-01  1.382801726093493e-01  7.550207521947463e-01
3.0100  -2.007371879508698e-01  -5.063514952403961e-01  1.281959183660925e-01  7.953996820381617e-01
3.0200  -2.057009218682440e-01  -4.863137156586482e-01  1.182505150188603e-01  8.352225612920042e-01
3.0300  -2.104618639801972e-01  -4.657964666368416e-01  1.084831741656831e-01  8.743323873194547e-01
3.0400  -2.150153203448880e-01  -4.448199758353515e-01  9.893240545108134e-02  9.125749684530258e-01
3.0500  -2.193568015780568e-01  -4.234049237475364e-01  8.963586472682857e-02  9.497995319203668e-01
3.0600  -2.234820272797433e-01  -4.015724233046154e-01  8.063020557937060e-02  9.858593182915483e-01
3.0700  -2.273869302549063e-01  -3.793439990544628e-01  7.195093480931614e-02  1.020612160103988e+00
3.0800  -2.310676605237846e-01  -3.567415659348517e-01  6.363227243282508e-02  1.053921042383572e+00
3.0900  -2.345205891180520e-01  -3.337874076620781e-01  5.570701675688516e-02  1.085654642851923e+00
3.1000  -2.377423116590222e-01  -3.105041547562737e-01  4.820641506045400e-02  1.115687849689861e+00
3.1100  -2.407296517143813e-01  -2.869147622250742e-01  4.116004039133542e-02  1.143902254815589e+00
3.1200  -2.434796639301398e-01  -2.630424869276424e-01  3.459567496453946e-02  1.170186620732731e+00
3.1300  -2.459896369347203e-01  -2.389108646413649e-01  2.853920062184229e-02  1.194437319107484e+00
3.1400  -2.482570960123185e-01  -2.145436868538275e-01  2.301449678441660e-02  1.216558739345724e+00
3.1500  -2.502798055429066e-01  -1.899649773029481e-01  1.804334630085480e-02  1.236463665559086e+00
3.1600  -2.520557712064740e-01  -1.651989682883929e-01  1.364534956177472e-02  1.254073620433764e+00
3.1700  -2.535832419493372e-01  -1.402700767776248e-01  9.837847219600373e-03  1.269319174646239e+00
3.1800  -2.548607117105797e-01  -1.152028803301375e-01  6.635851818179995e-03  1.282140220605984e+00
3.1900  -2.558869209069254e-01  -9.002209286360452e-02  4.051988601771718e-03  1.292486209445872e+00
3.2000  -2.566608576745821e-01  -6.475254028582884e-02  2.096445736733944e-03  1.300316350325892e+00
3.2100  -2.571817588668329e-01  -3.941913601651294e-02  7.769341421441737e-04  1.305599771264411e+00
3.2200  -2.574491108063959e-01  -1.404685642297296e-02  9.865708768380838e-05  1.308315640862852e+00
3.2300  -2.574626497918109e-01  1.133928380599101e-02  6.428967861640501e-05  1.308453250443912e+00
3.2400  -2.572223623573570e-01  3.671425632379809e-02  6.739683087047739e-04  1.306012056279466e+00
3.2500  -2.567284852862461e-01  6.205304380305467e-02  1.925290122611911e-03  1.301001681741695e+00
3.2600  -2.559815053770829e-01  8.733066460146689e-02  3.813322489866951e-03  1.293441879368981e+00
3.2700  -2.549821589638207e-01  1.125221973923874e-01  6.330622453005699e-03  1.283362452996133e+00
3.2800  -2.537314311896913e-01  1.376028057357215e-01  9.467266073171356e-03  1.270803140256004e+00
3.2900  -2.522305550358240e-01  1.625477625649770e-01  1.321088755744006e-02  1.255813455915761e+00
3.3000  -2.504810101055139e-01  1.873324745663237e-01  1.754672801357116e-02  1.238452496665503e+00
3.3100  -2.484845211653409e-01  2.119325064256369e-01  2.245769363992631e-02  1.218788708128916e+00
3.3200  -2.462430564445763e-01  2.363236049196265e-01  2.792442312110385e-02  1.196899615014560e+00
3.3300  -2.437588256945581e-01  2.604817228273103e-01  3.392536396354186e-02  1.172871515471748e+00
3.3400  -2.410342780099474e-01  2.843830426382645e-01  4.043685747009847e-02  1.146799140856072e+00
3.3500  -2.380720994140158e-01  3.080040000342852e-01  4.743323201855999e-02  1.118785282246023e+00
3.3600  -2.348752102103460e-01  3.313213071213200e-01  5.488690427629003e-02  1.088940385183234e+00
3.3700  -2.314467621035572e-01  3.543119753887711e-01  6.276848795194656e-02  1.057382114234145e+00
3.3800  -2.277901350918949e-01  3.769533383735435e-01  7.104690965547959e-02  1.024234889089902e+00
3.3900  -2.239089341347494e-01  3.992230740065015e-01  7.968953140960028e-02  9.896293940334545e-01
3.4000  -2.198069855983904e-01  4.210992266193075e-01  8.866227932968947e-02  9.537020627078855e-01
3.4100  -2.154883334834209e-01  4.425602285899568e-01  9.792977796479739e-02  9.165945402173277e-01
3.4200  -2.109572354376719e-01  4.635849216056710e-01  1.074554897700681e-01  8.784531246812138e-01
3.4300  -2.062181585584689e-01  4.841525775221985e-01  1.172018591606942e-01  8.394281904436033e-01
3.4400  -2.012757749884084e-01  5.042429187989582e-01  1.271304605794464e-01  7.996735952116575e-01
3.4500  -1.961349573089892e-01  5.238361384898891e-01  1.372021499939991e-01  7.593460734606835e-01
3.4600  -1.908007737366375e-01  5.429129197703013e-01  1.473772192267568e-01  7.186046184973200e-01
3.4700  -1.852784831258648e-01  5.614544549804845e-01  1.576155525087164e-01  6.776098556171450e-01
3.4800  -1.795735297844845e-01  5.794424641672997e-01  1.678767846401362e-01  6.365234088280951e-01
3.4900  -1.736915381059978e-01  5.968592131054853e-01  1.781204601344495e-01  5.955072636364475e-01
3.5000  -1.676383070244437e-01  6.136875307809102e-01  1.883061927179853e-01  5.547231284076468e-01
3.5100  -1.614198042971780e-01  6.299108263185456e-01  1.983938245566564e-01  5.143317968198590e-01
3.5200  -1.550421606212183e-01  6.455131053384666e-01  2.083435845818551e-01  4.744925139238343e-01
3.5300  -1.485116635889574e-01  6.604789857237687e-01  2.181162452913492e-01  4.353623483084444e-01
3.5400  -1.418347514892018e-01  6.747937127848489e-01  2.276732774069806e-01  3.970955728471682e-01
3.5500  -1.350180069596489e-01  6.884431738051126e-01  2.369770017794282e-01  3.598430564669856e-01
3.5600  -1.280681504970597e-01  7.014139119537655e-01  2.459907379411423e-01  3.237516693376660e-01
3.5700  -1.209920338315256e-01  7.136931395519766e-01  2.546789487217785e-01  2.889637038265312e-01
3.5800  -1.137966331713613e-01  7.252687506793380e-01  2.630073803559839e-01  2.556163135016171e-01
3.5900  -1.064890423252838e-01  7.361293331081946e-01  2.709431975311577e-01  2.238409723949895e-01
3.6000  -9.907646570865843e-02  7.462641795540802e-01  2.784551128427622e-01  1.937629566581025e-01
3.6100  -9.156621124070542e-02  7.556632982311708e-01  2.855135101468057e-01  1.655008506527952e-01
3.6200  -8.396568313967184e-02  7.643174227023508e-01  2.920905613231820e-01  1.391660794251871e-01
3.6300  -7.628237462306951e-02  7.722180210141825e-01  2.981603359895302e-01  1.148624694057129e-01
3.6400  -6.852386052017705e-02  7.793573041077754e-01  3.036989037330697e-01  9.268583906725350e-02
3.6500  -6.069778980408831e-02  7.857282334972630e-01  3.086844284573647e-01  7.272362115520745e-02
3.6600  -5.281187805067008e-02  7.913245282083198e-01  3.130972544720599e-01  5.505451797887219e-02
3.6700  -4.487389983186302e-02  7.961406709698791e-01  3.169199839861846e-01  3.974819112315722e-02
3.6800  -3.689168105082530e-02  8.001719136529464e-01  3.201375456995091e-01  2.686498680394651e-02
3.6900  -2.887309122647510e-02  8.034142819511506e-01  3.227372542215415e-01  1.645569794990047e-02
3.7000  -2.082603573503868e-02  8.058645792984153e-01  3.247088600839059e-01  8.561363948691048e-03
3.7100  -1.275844801625230e-02  8.075203900198914e-01  3.260445901489388e-01  3.213108847168942e-03
3.7200  -4.678281751901987e-03  8.083800817130450e-01  3.267391782551947e-01  4.320186433557172e-04
3.7300  3.406496975588447e-03  8.084428068565506e-01  3.267898859790490e-01  2.290581540313615e-04
3.7400  1.148791753679030e-02  8.077085036454072e-01  3.261965134305514e-01  2.605027785659395e-03
3.7500  1.955801261338144e-02  8.061778960514517e-01  3.249614000409727e-01  7.550560379070631e-03
3.7600  2.760882605298933e-02  8.038524931092121e-01  3.230894153389480e-01  1.504615814033409e-02
3.7700  3.563242071302189e-02  8.007345874278019e-01  3.205879397515861e-01  2.506226951220200e-02
3.7800  4.362088628575327e-02  7.968272529303260e-01  3.174668355062448e-01  3.755940568304864e-02
3.7900  5.156634709695031e-02  7.921343418230240e-01  3.137384077476977e-01  5.248829627394990e-02
3.8000  5.946096987035109e-02  7.866604807971388e-01  3.094173560239928e-01  6.979008359008988e-02
3.8100  6.729697145034126e-02  7.804110664672574e-01  3.045207163322811e-01  8.939655467063891e-02
3.8200  7.506662647521445e-02  7.733922600506179e-01  2.990677939531013e-01  1.112304102222261e-01
3.8300  8.276227499345208e-02  7.656109812926294e-01  2.930800873379314e-01  1.352055693757141e-01
3.8400  9.037633001551429e-02  7.570749016445928e-01  2.865812033500849e-01  1.612275090647508e-01
3.8500  9.790128499369655e-02  7.477924367003471e-01  2.795967641931213e-01  1.891936366880731e-01
3.8600  1.053297212226783e-01  7.377727378993004e-01  2.721543063937149e-01  2.189936945863170e-01
3.8700  1.126543151534674e-01  7.270256835040203e-01  2.642831722372440e-01  2.505101947386595e-01
3.8800  1.198678456135305e-01  7.155618688612810e-01  2.560143940841246e-01  2.836188819654744e-01
3.8900  1.269632009259901e-01  7.033925959561691e-01  2.473805720229793e-01  3.181892238107968e-01
3.9000  1.339333859208715e-01  6.905298622695424e-01  2.384157453429966e-01  3.540849251732096e-01
3.9100  1.407715288314858e-01  6.769863489498296e-01  2.291552583322102e-01  3.911644656561894e-01
3.9200  1.474708880691516e-01  6.627754083108296e-01  2.196356209307934e-01  4.292816575193820e-01
3.9300  1.540248588695747e-01  6.479110506678367e-01  2.098943647887500e-01  4.682862220310524e-01
3.9400  1.604269798043363e-01  6.324079305250674e-01  1.999698952954992e-01  5.080243819494150e-01
3.9500  1.666709391510661e-01  6.162813321280072e-01  1.899013401647355e-01  5.483394677969525e-01
3.9600  1.727505811160250e-01  5.995471543949217e-01  1.797283951715240e-01  5.890725355374612e-01
3.9700  1.786599119029582e-01  5.822218952423817e-01  1.694911676498154e-01  6.300629932206012e-01
3.9800  1.843931056222393e-01  5.643226353202637e-01  1.592300183674037e-01  6.711492341233730e-01
3.9900  1.899445100344778e-01  5.458670211722499e-01  1.489854024017328e-01  7.121692738923354e-01
4.0000  1.953086521229276e-01  5.268732478384391e-01  1.387977096439127e-01  7.529613891746010e-01
4.0100  2.004802434892044e-01  5.073600409172119e-01  1.287071055597575e-01  7.933647552197767e-01
4.0200  2.054541855669905e-01  4.873466381040389e-01  1.187533728356546e-01  8.332200799390783e-01
4.0300  2.102255746485886e-01  4.668527702254304e-01  1.089757545335792e-01  8.723702319218106e-01
4.0400  2.147897067193684e-01  4.458986417867247e-01  9.941279937362291e-02  9.106608599332355e-01
